player_name,player_position,player_team,week,receptions,targets,receiving_yards,receiving_yards_per_reception,receiving_touchdowns,rushing_attempts,rushing_yards,rushing_yards_per_attempt,rushing_touchdowns,standard_points,half_ppr_points,ppr_points
Torrey Smith,WR,FA,1,2,3,57,28.5,0,1,13,13.0,0,0.0,8.0,0.0
Eric Decker,WR,FA,1,5,7,54,10.8,0,0,0,0.0,0,0.0,7.9,0.0
Louis Murphy,WR,FA,1,3,5,63,21.0,0,0,0,0.0,0,0.0,7.8,0.0
Devin Aromashodu,WR,FA,1,3,3,61,20.3,0,0,0,0.0,0,0.0,7.6,0.0
Emmanuel Sanders,WR,FA,1,4,8,55,13.8,0,0,0,0.0,0,0.0,7.5,0.0
Marques Colston,WR,FA,1,4,11,71,17.8,0,0,0,0.0,0,0.0,7.1,0.0
Domenik Hixon,WR,FA,1,3,5,55,18.3,0,0,0,0.0,0,0.0,7.0,0.0
Davone Bess,WR,FA,1,5,7,45,9.0,0,0,0,0.0,0,0.0,7.0,0.0
Dwayne Bowe,WR,FA,1,3,6,53,17.7,0,0,0,0.0,0,0.0,6.8,0.0
Braylon Edwards,WR,FA,1,5,9,43,8.6,0,0,0,0.0,0,0.0,6.8,0.0
Vincent Jackson,WR,FA,1,4,10,47,11.8,0,0,0,0.0,0,0.0,6.7,0.0
Earl Bennett,WR,FA,1,3,4,50,16.7,0,0,0,0.0,0,0.0,6.5,0.0
Brian Hartline,WR,FA,1,3,8,50,16.7,0,0,0,0.0,0,0.0,6.5,0.0
Derek Hagan,WR,FA,1,4,5,44,11.0,0,0,0,0.0,0,0.0,6.4,0.0
Kendall Wright,WR,FA,1,5,6,37,7.4,0,0,0,0.0,0,0.0,6.2,0.0
Santana Moss,WR,FA,1,3,5,47,15.7,0,0,0,0.0,0,0.0,6.2,0.0
Jacoby Jones,WR,FA,1,3,3,46,15.3,0,0,0,0.0,0,0.0,6.1,0.0
Michael Jenkins,WR,FA,1,3,5,45,15.0,0,0,0,0.0,0,0.0,6.0,0.0
Justin Blackmon,WR,FA,1,3,6,24,8.0,0,0,0,0.0,0,0.0,5.9,0.0
Greg Jennings,WR,FA,1,5,9,34,6.8,0,0,0,0.0,0,0.0,5.9,0.0
Robert Meachem,WR,FA,1,2,2,49,24.5,0,0,0,0.0,0,0.0,5.9,0.0
Damian Williams,WR,FA,1,5,6,33,6.6,0,0,0,0.0,0,0.0,5.8,0.0
Hakeem Nicks,WR,FA,1,4,6,38,9.5,0,0,0,0.0,0,0.0,5.8,0.0
Darrius Heyward-Bey,WR,FA,1,3,5,43,14.3,0,0,0,0.0,0,0.0,5.8,0.0
Mohamed Massaquoi,WR,FA,1,3,8,41,13.7,0,0,0,0.0,0,0.0,5.6,0.0
Early Doucet,WR,FA,1,3,3,37,12.3,0,0,0,0.0,0,0.0,5.2,0.0
Travis Benjamin,WR,FA,1,1,6,12,12.0,0,1,35,35.0,0,0.0,5.2,0.0
Mario Manningham,WR,FA,1,4,4,29,7.3,0,0,0,0.0,0,0.0,4.9,0.0
Armon Binns,WR,FA,1,4,5,28,7.0,0,0,0,0.0,0,0.0,4.8,0.0
Harry Douglas,WR,FA,1,3,4,32,10.7,0,0,0,0.0,0,0.0,4.7,0.0
Jason Avant,WR,FA,1,4,5,27,6.8,0,0,0,0.0,0,0.0,4.7,0.0
Josh Gordon,WR,FA,1,2,4,32,16.0,0,0,0,0.0,0,0.0,4.2,0.0
David Nelson,WR,FA,1,2,5,31,15.5,0,0,0,0.0,0,0.0,4.1,0.0
Steve Breaston,WR,FA,1,2,4,30,15.0,0,0,0,0.0,0,0.0,4.0,0.0
Brandon Stokley,WR,FA,1,2,3,26,13.0,0,0,0,0.0,0,0.0,3.6,0.0
Kris Adams,WR,FA,1,2,4,26,13.0,0,0,0,0.0,0,0.0,3.6,0.0
Devin Hester,WR,FA,1,2,2,27,13.5,0,1,-4,-4.0,0,0.0,3.3,0.0
Deonte Thompson,WR,FA,1,1,2,25,25.0,0,0,0,0.0,0,0.0,3.0,0.0
Titus Young,WR,FA,1,1,3,14,14.0,0,1,11,11.0,0,0.0,3.0,0.0
Wes Welker,WR,FA,1,3,5,14,4.7,0,0,0,0.0,0,0.0,2.9,0.0
Eddie Royal,WR,FA,1,2,2,4,2.0,0,2,12,6.0,0,0.0,2.6,0.0
Kevin Walter,WR,FA,1,2,2,16,8.0,0,0,0,0.0,0,0.0,2.6,0.0
Josh Morgan,WR,FA,1,1,2,21,21.0,0,0,0,0.0,0,0.0,2.6,0.0
Steve Smith,WR,FA,1,1,3,16,16.0,0,0,0,0.0,0,0.0,2.1,0.0
Charly Martin,WR,FA,1,1,2,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
Matt Willis,WR,FA,1,1,1,14,14.0,0,0,0,0.0,0,0.0,1.9,0.0
Lavelle Hawkins,WR,FA,1,2,4,8,4.0,0,0,0,0.0,0,0.0,1.8,0.0
Devery Henderson,WR,FA,1,1,2,11,11.0,0,0,0,0.0,0,0.0,1.6,0.0
Doug Baldwin,WR,FA,1,2,6,5,2.5,0,0,0,0.0,0,0.0,1.5,0.0
Damaris Johnson,WR,FA,1,1,3,10,10.0,0,0,0,0.0,0,0.0,1.5,0.0
Lestar Jean,WR,FA,1,1,2,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Chaz Schilens,WR,FA,1,1,1,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Julian Edelman,WR,FA,1,1,2,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Brandon Banks,WR,FA,1,1,1,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Anthony Armstrong,WR,FA,1,1,3,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
Brandon Tate,WR,FA,1,1,2,3,3.0,0,0,0,0.0,0,0.0,0.8,0.0
Kealoha Pilares,WR,FA,1,0,1,0,0.0,0,1,5,5.0,0,0.0,0.5,0.0
Kyle Williams,WR,FA,1,0,0,0,0.0,0,1,3,3.0,0,0.0,0.3,0.0
C.J. Spiller,RB,FA,1,2,3,25,12.5,0,14,169,12.1,1,0.0,24.4,0.0
Kevin Smith,RB,FA,1,4,6,29,7.3,1,13,62,4.8,1,0.0,23.1,0.0
Ray Rice,RB,FA,1,3,4,25,8.3,0,10,68,6.8,2,0.0,22.8,0.0
Stevan Ridley,RB,FA,1,2,3,27,13.5,0,21,125,6.0,1,0.0,22.2,0.0
Alfred Morris,RB,FA,1,0,0,0,0.0,0,28,96,3.4,2,0.0,21.6,0.0
Adrian Peterson,RB,FA,1,1,1,3,3.0,0,17,84,4.9,2,0.0,21.2,0.0
Arian Foster,RB,FA,1,1,3,-4,-4.0,0,26,79,3.0,2,0.0,20.0,0.0
Matt Forte,RB,FA,1,3,6,40,13.3,0,16,80,5.0,1,0.0,19.5,0.0
Darren McFadden,RB,FA,1,13,18,86,6.6,0,15,32,2.1,0,0.0,18.3,0.0
Frank Gore,RB,FA,1,1,1,1,1.0,0,16,112,7.0,1,0.0,17.8,0.0
Ahmad Bradshaw,RB,FA,1,2,2,15,7.5,0,17,78,4.6,1,0.0,16.3,0.0
Michael Bush,RB,FA,1,0,0,0,0.0,0,12,42,3.5,2,0.0,16.2,0.0
BenJarvus Green-Ellis,RB,FA,1,1,2,4,4.0,0,18,91,5.1,1,0.0,16.0,0.0
Shonn Greene,RB,FA,1,0,1,0,0.0,0,27,94,3.5,1,0.0,15.4,0.0
DeMarco Murray,RB,FA,1,2,2,9,4.5,0,20,131,6.6,0,0.0,15.0,0.0
LeSean McCoy,RB,FA,1,6,9,26,4.3,0,20,110,5.5,0,0.0,14.6,0.0
Reggie Bush,RB,FA,1,6,6,46,7.7,0,14,69,4.9,0,0.0,14.5,0.0
Darren Sproles,RB,FA,1,5,8,35,7.0,1,0,0,0.0,0,0.0,14.0,0.0
Doug Martin,RB,FA,1,4,4,23,5.8,0,24,95,4.0,0,0.0,13.8,0.0
Dexter McCluster,RB,FA,1,6,10,82,13.7,0,0,0,0.0,0,0.0,11.2,0.0
Shaun Draughn,RB,FA,1,2,2,12,6.0,0,6,29,4.8,1,0.0,11.1,0.0
Maurice Jones-Drew,RB,FA,1,3,5,18,6.0,0,19,77,4.1,0,0.0,11.0,0.0
Donald Brown,RB,FA,1,0,2,0,0.0,0,9,48,5.3,1,0.0,10.8,0.0
Marshawn Lynch,RB,FA,1,2,2,12,6.0,0,21,85,4.0,0,0.0,10.7,0.0
Steven Jackson,RB,FA,1,4,4,31,7.8,0,21,53,2.5,0,0.0,10.4,0.0
Jamaal Charles,RB,FA,1,0,0,0,0.0,0,16,87,5.4,0,0.0,8.7,0.0
Chris Johnson,RB,FA,1,6,7,47,7.8,0,11,4,0.4,0,0.0,8.1,0.0
LaRod Stephens-Howling,RB,FA,1,1,1,4,4.0,0,2,4,2.0,1,0.0,7.3,0.0
Knowshon Moreno,RB,FA,1,0,0,0,0.0,0,5,13,2.6,1,0.0,7.3,0.0
Jonathan Dwyer,RB,FA,1,2,4,11,5.5,0,9,43,4.8,0,0.0,6.4,0.0
Willis McGahee,RB,FA,1,0,1,0,0.0,0,16,64,4.0,0,0.0,6.4,0.0
Joique Bell,RB,FA,1,0,0,0,0.0,0,1,1,1.0,1,0.0,6.1,0.0
Ronnie Brown,RB,FA,1,5,5,26,5.2,0,5,5,1.0,0,0.0,5.6,0.0
Curtis Brinkley,RB,FA,1,3,5,28,9.3,0,10,12,1.2,0,0.0,5.5,0.0
Trent Richardson,RB,FA,1,1,3,5,5.0,0,19,39,2.1,0,0.0,4.9,0.0
Jacquizz Rodgers,RB,FA,1,2,2,13,6.5,0,7,22,3.1,0,0.0,4.5,0.0
Rashad Jennings,RB,FA,1,1,1,9,9.0,0,8,31,3.9,0,0.0,4.5,0.0
Ben Tate,RB,FA,1,3,3,22,7.3,0,5,6,1.2,0,0.0,4.3,0.0
Roy Helu,RB,FA,1,3,3,25,8.3,0,2,2,1.0,0,0.0,4.2,0.0
Erik Lorig,RB,FA,1,4,4,21,5.3,0,0,0,0.0,0,0.0,4.1,0.0
Kendall Hunter,RB,FA,1,0,0,0,0.0,0,9,41,4.6,0,0.0,4.1,0.0
Le'Ron McClain,RB,FA,1,4,4,15,3.8,0,2,5,2.5,0,0.0,4.0,0.0
Peyton Hillis,RB,FA,1,3,3,8,2.7,0,7,16,2.3,0,0.0,3.9,0.0
Isaac Redman,RB,FA,1,2,2,7,3.5,0,11,20,1.8,0,0.0,3.7,0.0
Darius Reynaud,RB,FA,1,3,4,17,5.7,0,2,2,1.0,0,0.0,3.4,0.0
Pierre Thomas,RB,FA,1,1,1,12,12.0,0,4,17,4.3,0,0.0,3.4,0.0
Vonta Leach,RB,FA,1,3,3,18,6.0,0,0,0,0.0,0,0.0,3.3,0.0
Michael Turner,RB,FA,1,0,0,0,0.0,0,11,32,2.9,0,0.0,3.2,0.0
Toby Gerhart,RB,FA,1,1,1,8,8.0,0,6,18,3.0,0,0.0,3.1,0.0
Bilal Powell,RB,FA,1,1,1,16,16.0,0,3,10,3.3,0,0.0,3.1,0.0
Brandon Jackson,RB,FA,1,2,4,20,10.0,0,0,0,0.0,0,0.0,3.0,0.0
Marcel Reece,RB,FA,1,2,2,20,10.0,0,1,0,0.0,0,0.0,3.0,0.0
Jorvorskie Lane,RB,FA,1,1,1,24,24.0,0,0,0,0.0,0,0.0,2.9,0.0
Daniel Thomas,RB,FA,1,1,3,32,32.0,0,3,11,3.7,0,0.0,2.8,0.0
Mike Tolbert,RB,FA,1,3,3,8,2.7,0,1,2,2.0,0,0.0,2.5,0.0
Cedric Peerman,RB,FA,1,0,0,0,0.0,0,3,22,7.3,0,0.0,2.2,0.0
Daryl Richardson,RB,FA,1,0,0,0,0.0,0,2,20,10.0,0,0.0,2.0,0.0
Danny Woodhead,RB,FA,1,0,0,0,0.0,0,6,20,3.3,0,0.0,2.0,0.0
Bernard Pierce,RB,FA,1,0,0,0,0.0,0,4,19,4.8,0,0.0,1.9,0.0
Cedric Benson,RB,FA,1,0,0,0,0.0,0,9,18,2.0,0,0.0,1.8,0.0
Will Johnson,RB,FA,1,1,1,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
Mewelde Moore,RB,FA,1,1,1,11,11.0,0,0,0,0.0,0,0.0,1.6,0.0
Ryan Williams,RB,FA,1,2,3,17,8.5,0,8,9,1.1,0,0.0,1.6,0.0
Jamie Harper,RB,FA,1,1,1,8,8.0,0,1,3,3.0,0,0.0,1.6,0.0
LeGarrette Blount,RB,FA,1,1,1,2,2.0,0,3,8,2.7,0,0.0,1.5,0.0
Fred Jackson,RB,FA,1,0,0,0,0.0,0,6,15,2.5,0,0.0,1.5,0.0
Mark Ingram II,RB,FA,1,0,1,0,0.0,0,6,15,2.5,0,0.0,1.5,0.0
D.J. Ware,RB,FA,1,0,0,0,0.0,0,2,14,7.0,0,0.0,1.4,0.0
Beanie Wells,RB,FA,1,0,0,0,0.0,0,7,14,2.0,0,0.0,1.4,0.0
Lance Ball,RB,FA,1,0,0,0,0.0,0,2,14,7.0,0,0.0,1.4,0.0
Greg Jones,RB,FA,1,1,2,9,9.0,0,0,0,0.0,0,0.0,1.4,0.0
Montell Owens,RB,FA,1,1,3,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Anthony Allen,RB,FA,1,0,0,0,0.0,0,4,13,3.3,0,0.0,1.3,0.0
Mike Goodson,RB,FA,1,0,0,0,0.0,0,2,13,6.5,0,0.0,1.3,0.0
Robert Turbin,RB,FA,1,1,1,2,2.0,0,2,5,2.5,0,0.0,1.2,0.0
Brandon Bolden,RB,LV,1,0,0,0,0.0,0,5,11,2.2,0,0.0,1.1,0.0
Keiland Williams,RB,FA,1,1,1,4,4.0,0,1,2,2.0,0,0.0,1.1,0.0
Evan Royster,RB,FA,1,0,0,0,0.0,0,2,10,5.0,0,0.0,1.0,0.0
Chris Rainey,RB,FA,1,1,1,-1,-1.0,0,2,5,2.5,0,0.0,0.9,0.0
DeAngelo Williams,RB,FA,1,1,1,5,5.0,0,6,-1,-0.2,0,0.0,0.9,0.0
Matt Asiata,RB,FA,1,1,1,2,2.0,0,0,0,0.0,0,0.0,0.7,0.0
Vick Ballard,RB,FA,1,0,0,0,0.0,0,4,6,1.5,0,0.0,0.6,0.0
Henry Hynoski,RB,FA,1,1,1,1,1.0,0,0,0,0.0,0,0.0,0.6,0.0
Brian Leonard,RB,FA,1,0,0,0,0.0,0,3,5,1.7,0,0.0,0.5,0.0
Stefan Logan,RB,FA,1,1,1,-1,-1.0,0,1,1,1.0,0,0.0,0.5,0.0
Leon Washington,RB,FA,1,0,0,0,0.0,0,2,5,2.5,0,0.0,0.5,0.0
Jason Snelling,RB,FA,1,0,0,0,0.0,0,2,5,2.5,0,0.0,0.5,0.0
Joe McKnight,RB,FA,1,0,0,0,0.0,0,1,3,3.0,0,0.0,0.3,0.0
Tashard Choice,RB,FA,1,0,0,0,0.0,0,4,3,0.8,0,0.0,0.3,0.0
Darrel Young,RB,FA,1,0,0,0,0.0,0,2,3,1.5,0,0.0,0.3,0.0
Bryce Brown,RB,FA,1,0,0,0,0.0,0,2,3,1.5,0,0.0,0.3,0.0
Jimmy Graham,TE,NO,1,6,10,85,14.2,1,0,0,0.0,0,0.0,17.5,0.0
Dennis Pitta,TE,FA,1,5,9,73,14.6,1,0,0,0.0,0,0.0,15.8,0.0
Aaron Hernandez,TE,FA,1,6,7,59,9.8,1,1,5,5.0,0,0.0,15.4,0.0
Rob Gronkowski,TE,FA,1,6,6,60,10.0,1,0,0,0.0,0,0.0,15.0,0.0
Jermichael Finley,TE,FA,1,7,11,47,6.7,1,0,0,0.0,0,0.0,14.2,0.0
Tony Gonzalez,TE,FA,1,5,6,53,10.6,1,0,0,0.0,0,0.0,13.8,0.0
Marcedes Lewis,TE,CHI,1,5,5,52,10.4,1,0,0,0.0,0,0.0,13.7,0.0
Heath Miller,TE,FA,1,4,7,50,12.5,1,0,0,0.0,0,0.0,13.0,0.0
Jacob Tamme,TE,FA,1,5,5,43,8.6,1,0,0,0.0,0,0.0,12.8,0.0
Martellus Bennett,TE,FA,1,4,6,40,10.0,1,0,0,0.0,0,0.0,12.0,0.0
Vernon Davis,TE,FA,1,3,5,43,14.3,1,0,0,0.0,0,0.0,11.8,0.0
Scott Chandler,TE,FA,1,4,6,38,9.5,1,0,0,0.0,0,0.0,11.8,0.0
Coby Fleener,TE,FA,1,6,10,82,13.7,0,0,0,0.0,0,0.0,11.2,0.0
Owen Daniels,TE,FA,1,4,8,87,21.8,0,0,0,0.0,0,0.0,10.7,0.0
Kevin Boss,TE,FA,1,2,2,36,18.0,1,0,0,0.0,0,0.0,10.6,0.0
Brandon Pettigrew,TE,FA,1,5,10,77,15.4,0,0,0,0.0,0,0.0,10.2,0.0
Kyle Rudolph,TE,FA,1,5,7,67,13.4,0,0,0,0.0,0,0.0,9.2,0.0
Clay Harbor,TE,FA,1,3,6,16,5.3,1,0,0,0.0,0,0.0,9.1,0.0
Brandon Myers,TE,FA,1,5,5,65,13.0,0,0,0,0.0,0,0.0,9.0,0.0
Greg Olsen,TE,FA,1,6,7,56,9.3,0,0,0,0.0,0,0.0,8.6,0.0
Brent Celek,TE,FA,1,4,8,65,16.3,0,0,0,0.0,0,0.0,8.5,0.0
Jared Cook,TE,FA,1,4,6,64,16.0,0,0,0,0.0,0,0.0,8.4,0.0
Antonio Gates,TE,FA,1,4,8,43,10.8,0,0,0,0.0,0,0.0,6.3,0.0
Zach Miller,TE,FA,1,3,3,40,13.3,0,0,0,0.0,0,0.0,5.5,0.0
Tony Scheffler,TE,FA,1,5,8,30,6.0,0,0,0,0.0,0,0.0,5.5,0.0
Tony Moeaki,TE,FA,1,3,6,37,12.3,0,0,0,0.0,0,0.0,5.2,0.0
Jeff Cumberland,TE,FA,1,3,4,33,11.0,0,0,0,0.0,0,0.0,4.8,0.0
Fred Davis,TE,FA,1,2,4,38,19.0,0,0,0,0.0,0,0.0,4.8,0.0
Todd Heap,TE,FA,1,3,4,32,10.7,0,0,0,0.0,0,0.0,4.7,0.0
Jermaine Gresham,TE,FA,1,3,8,30,10.0,0,0,0,0.0,0,0.0,4.5,0.0
Dallas Clark,TE,FA,1,1,1,33,33.0,0,0,0,0.0,0,0.0,3.8,0.0
Anthony Fasano,TE,FA,1,3,5,19,6.3,0,0,0,0.0,0,0.0,3.4,0.0
Ed Dickson,TE,FA,1,2,3,22,11.0,0,0,0,0.0,0,0.0,3.2,0.0
Will Heller,TE,FA,1,2,2,19,9.5,0,0,0,0.0,0,0.0,2.9,0.0
Logan Paulsen,TE,FA,1,1,1,22,22.0,0,0,0,0.0,0,0.0,2.7,0.0
Lance Kendricks,TE,FA,1,2,2,16,8.0,0,0,0,0.0,0,0.0,2.6,0.0
Kyle Adams,TE,FA,1,1,1,17,17.0,0,0,0,0.0,0,0.0,2.2,0.0
James Casey,TE,FA,1,1,2,17,17.0,0,0,0,0.0,0,0.0,2.2,0.0
Bruce Miller,TE,FA,1,1,1,15,15.0,0,0,0,0.0,0,0.0,2.0,0.0
Jason Witten,TE,FA,1,2,3,10,5.0,0,0,0,0.0,0,0.0,2.0,0.0
Benjamin Watson,TE,FA,1,2,2,9,4.5,0,0,0,0.0,0,0.0,1.9,0.0
Jeff King,TE,FA,1,2,3,8,4.0,0,0,0,0.0,0,0.0,1.8,0.0
David Ausberry,TE,FA,1,1,1,12,12.0,0,0,0,0.0,0,0.0,1.7,0.0
James Hanna,TE,FA,1,1,1,10,10.0,0,0,0,0.0,0,0.0,1.5,0.0
Mike McNeill,TE,FA,1,1,1,10,10.0,0,0,0,0.0,0,0.0,1.5,0.0
Dominique Jones,TE,FA,1,1,1,8,8.0,0,0,0,0.0,0,0.0,1.3,0.0
Dustin Keller,TE,FA,1,1,1,7,7.0,0,0,0,0.0,0,0.0,1.2,0.0
Michael Palmer,TE,FA,1,1,1,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Joel Dreessen,TE,FA,1,1,2,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Tim Tebow,TE,FA,1,0,0,0,0.0,0,5,11,2.2,0,0.0,1.1,0.0
John Phillips,TE,FA,1,1,1,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Bear Pascoe,TE,FA,1,1,1,6,6.0,0,0,0,0.0,0,0.0,1.1,0.0
Lee Smith,TE,FA,1,1,1,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
David Thomas,TE,FA,1,1,2,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Craig Stevens,TE,FA,1,1,1,5,5.0,0,0,0,0.0,0,0.0,1.0,0.0
Alex Smith,TE,FA,1,1,1,-1,-1.0,0,0,0,0.0,0,0.0,0.4,0.0
Hakeem Nicks,WR,FA,2,10,15,199,19.9,1,0,0,0.0,0,0.0,30.9,0.0
Victor Cruz,WR,FA,2,11,17,179,16.3,1,0,0,0.0,0,0.0,29.4,0.0
Danny Amendola,WR,FA,2,15,16,160,10.7,1,0,0,0.0,0,0.0,27.5,0.0
Dwayne Bowe,WR,FA,2,8,15,102,12.8,2,0,0,0.0,0,0.0,26.2,0.0
Vincent Jackson,WR,FA,2,5,10,128,25.6,1,0,0,0.0,0,0.0,21.3,0.0
Roddy White,WR,FA,2,8,11,102,12.8,1,0,0,0.0,0,0.0,20.2,0.0
Demaryius Thomas,WR,FA,2,8,11,78,9.8,1,0,0,0.0,0,0.0,17.8,0.0
Percy Harvin,WR,FA,2,12,13,104,8.7,0,2,13,6.5,0,0.0,17.7,0.0
Donnie Avery,WR,FA,2,9,10,111,12.3,0,2,7,3.5,0,0.0,16.3,0.0
Reggie Wayne,WR,FA,2,6,7,71,11.8,1,0,0,0.0,0,0.0,16.1,0.0
Mike Wallace,WR,FA,2,5,5,74,14.8,1,0,0,0.0,0,0.0,15.9,0.0
Brian Hartline,WR,FA,2,9,12,111,12.3,0,0,0,0.0,0,0.0,15.6,0.0
A.J. Green,WR,FA,2,7,12,58,8.3,1,0,0,0.0,0,0.0,15.3,0.0
DeSean Jackson,WR,FA,2,7,9,114,16.3,0,0,0,0.0,0,0.0,14.9,0.0
Miles Austin,WR,FA,2,5,10,63,12.6,1,0,0,0.0,0,0.0,14.8,0.0
Brandon Tate,WR,FA,2,3,3,71,23.7,1,0,0,0.0,0,0.0,14.6,0.0
Brandon LaFell,WR,FA,2,6,8,90,15.0,0,1,25,25.0,0,0.0,14.5,0.0
Greg Little,WR,FA,2,5,7,57,11.4,1,0,0,0.0,0,0.0,14.2,0.0
Malcom Floyd,WR,FA,2,6,8,109,18.2,0,0,0,0.0,0,0.0,13.9,0.0
