year,week,college,signingBonus_diff,awareness_rating,shortRouteRunning_diff,press_diff,carrying_diff,strength_rating,catchInTraffic_rating,pursuit_rating,plyrAssetname,breakSack_diff,plyrPortrait_diff,catching_rating,spinMove_rating,acceleration_diff,breakTackle_diff,height,finesseMoves_rating,strength_diff,runBlock_rating,tackle_rating,runBlock_diff,kickPower_diff,zoneCoverage_rating,plyrBirthdate,awareness_diff,runningStyle_rating,totalSalary,trucking_rating,toughness_diff,hitPower_diff,tackle_diff,jukeMove_rating,playRecognition_rating,shortRouteRunning_rating,status,lastName,jerseyNum_diff,jerseyNum,breakSack_rating,passBlockFinesse_diff,jumping_rating,throwAccuracyDeep_diff,stamina_diff,throwAccuracyShort_diff,powerMoves_diff,throwOnTheRun_diff,zoneCoverage_diff,jukeMove_diff,speed_diff,release_rating,agility_diff,hitPower_rating,throwAccuracyMid_rating,kickAccuracy_rating,impactBlocking_diff,stamina_rating,plyrPortrait,kickPower_rating,throwUnderPressure_rating,team,signingBonus,height_diff,playAction_diff,throwUnderPressure_diff,changeOfDirection_diff,blockShedding_rating,fullNameForSearch,overall_rating,deepRouteRunning_diff,passBlockFinesse_rating,runBlockFinesse_diff,throwPower_rating,kickReturn_rating,leadBlock_rating,bCVision_rating,primaryKey_diff,mediumRouteRunning_diff,playAction_rating,totalSalary_diff,teamId_diff,leadBlock_diff,catchInTraffic_diff,mediumRouteRunning_rating,acceleration_rating,spinMove_diff,yearsPro_diff,spectacularCatch_rating,injury_rating,weight,playRecognition_diff,deepRouteRunning_rating,firstName,yearsPro,manCoverage_diff,catching_diff,throwAccuracyShort_rating,position,overall_diff,weight_diff,bCVision_diff,throwPower_diff,speed_rating,runBlockPower_rating,injury_diff,toughness_rating,throwOnTheRun_rating,jumping_diff,spectacularCatch_diff,manCoverage_rating,stiffArm_rating,throwAccuracyMid_diff,trucking_diff,passBlock_diff,powerMoves_rating,iteration,stiffArm_diff,passBlockPower_rating,impactBlocking_rating,carrying_rating,breakTackle_rating,plyrHandedness,kickReturn_diff,passBlock_rating,changeOfDirection_rating,press_rating,passBlockPower_diff,pursuit_diff,release_diff,throwAccuracyDeep_rating,age_diff,archetype,runBlockPower_diff,runBlockFinesse_rating,finesseMoves_diff,blockShedding_diff,kickAccuracy_diff,teamId,agility_rating,age,primaryKey
2022,18,West Alabama,0.0,96,0.0,0.0,0.0,64,85,33,HillTyreek_17838,0.0,0.0,90,85,0.0,1.0,69,10,0.0,59,27,0.0,0.0,20,3/1/1994,0.0,Short Stride Default,32240000,38,0.0,0.0,0.0,98,26,92,published,Hill,0.0,10,28,0.0,93,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,93,0.0,25,28,15,0.0,91,8052,13,24,Chiefs,24240000,0.0,0.0,0.0,0.0,21,Tyreek Hill,97,0.0,19,0.0,41,92,20,97,0.0,0.0,19,0.0,0.0,0.0,0.0,92,99,0.0,0.0,93,88,185,0.0,97,Tyreek,5,0.0,0.0,31,WR,0.0,0.0,-1.0,0.0,99,17,0.0,93,28,0.0,1.0,10,45,0.0,0.0,0.0,10,week-18,0.0,19,40,79,87,Left,0.0,33,99,30,0.0,0.0,0.0,23,0.0,WR_DeepThreat,0.0,12,0.0,0.0,0.0,9,98,27,17838
2022,18,Texas Tech,0.0,96,0.0,0.0,0.0,70,32,37,MahomesIIPatrick_12635,0.0,0.0,37,69,0.0,0.0,75,10,0.0,23,26,0.0,0.0,19,9/17/1995,0.0,Default,183300000,51,0.0,0.0,0.0,74,22,27,published,Mahomes,0.0,15,90,0.0,74,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,18,90,10,0.0,96,8648,20,96,Chiefs,99190000,0.0,0.0,0.0,0.0,24,Patrick Mahomes,97,0.0,10,0.0,97,10,23,81,0.0,0.0,96,0.0,0.0,0.0,0.0,17,87,0.0,0.0,30,95,230,0.0,15,Patrick,4,0.0,0.0,96,QB,0.0,0.0,0.0,0.0,81,10,0.0,96,98,0.0,0.0,17,57,0.0,0.0,0.0,10,week-18,0.0,10,27,64,74,Right,0.0,10,87,10,0.0,0.0,0.0,88,0.0,QB_Improviser,0.0,10,0.0,0.0,0.0,9,88,25,12635
2022,18,Wisconsin,0.0,98,0.0,0.0,0.0,83,42,96,WattTJ_12562,0.0,0.0,63,37,0.0,0.0,76,96,0.0,45,91,0.0,0.0,65,10/11/1994,0.0,Long Stride Loose,87100000,52,0.0,0.0,0.0,46,95,24,published,Watt,0.0,90,12,0.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22,0.0,85,6,50,0.0,87,8770,57,16,Steelers,35000000,0.0,0.0,0.0,0.0,87,T.J. Watt,96,0.0,45,0.0,25,6,16,49,0.0,0.0,6,0.0,0.0,0.0,0.0,14,89,0.0,0.0,48,88,252,0.0,7,T.J.,4,0.0,0.0,6,LOLB,0.0,0.0,0.0,0.0,83,45,0.0,88,6,0.0,0.0,59,43,0.0,0.0,0.0,85,week-18,0.0,45,76,53,23,Right,0.0,45,72,43,0.0,0.0,0.0,6,0.0,OLB_SpeedRusher,0.0,45,0.0,0.0,0.0,29,84,26,12562
2022,18,Iowa,0.0,93,0.0,0.0,0.0,82,86,36,KittleGeorge_12836,0.0,0.0,91,64,0.0,0.0,76,18,0.0,77,34,0.0,0.0,24,10/9/1993,-2.0,Default Stride Loose,54300000,84,0.0,0.0,0.0,80,35,85,published,Kittle,0.0,85,18,0.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,85,0.0,38,15,22,0.0,92,8622,19,14,49ers,22910000,0.0,0.0,0.0,0.0,31,George Kittle,96,0.0,58,0.0,30,31,65,90,0.0,0.0,10,0.0,0.0,0.0,0.0,82,89,0.0,0.0,91,86,250,0.0,76,George,4,0.0,1.0,20,TE,0.0,0.0,0.0,0.0,88,76,0.0,98,10,0.0,0.0,15,85,0.0,0.0,0.0,20,week-18,0.0,62,78,76,81,Right,0.0,62,77,20,0.0,0.0,0.0,10,0.0,TE_Possession,0.0,71,0.0,0.0,0.0,15,84,27,12836
2022,18,Maryland,0.0,95,0.0,0.0,0.0,62,93,35,DiggsStefon_2454,0.0,0.0,98,89,0.0,0.0,72,10,0.0,53,27,0.0,0.0,25,11/29/1993,0.0,Default Stride Loose,39570000,42,0.0,0.0,0.0,97,20,94,published,Diggs,0.0,14,27,0.0,91,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,91,0.0,12,23,30,0.0,92,7085,30,20,Bills,30140000,0.0,0.0,0.0,0.0,35,Stefon Diggs,96,0.0,22,0.0,46,85,29,92,0.0,0.0,18,0.0,0.0,0.0,0.0,97,94,0.0,0.0,97,87,191,0.0,94,Stefon,6,0.0,0.0,27,WR,0.0,0.0,0.0,0.0,92,36,0.0,87,27,0.0,0.0,15,64,0.0,0.0,0.0,10,week-18,0.0,20,49,74,84,Right,0.0,39,96,15,0.0,0.0,0.0,18,0.0,WR_RouteRunner,0.0,33,0.0,0.0,0.0,3,93,27,2454
2022,18,Georgia,0.0,98,0.0,0.0,0.0,85,53,35,ChubbNick_13129,0.0,0.0,67,74,0.0,0.0,71,12,0.0,37,29,0.0,0.0,16,12/27/1995,2.0,Default Stride High and Tight,25180000,91,0.0,0.0,0.0,87,18,54,published,Chubb,0.0,24,28,0.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,48,0.0,35,20,12,0.0,94,8846,17,15,Browns,15860000,0.0,0.0,0.0,0.0,29,Nick Chubb,96,0.0,25,0.0,26,35,37,92,0.0,0.0,15,0.0,0.0,0.0,0.0,46,91,0.0,0.0,54,92,227,0.0,39,Nick,3,0.0,0.0,25,HB,1.0,0.0,0.0,0.0,92,34,0.0,92,17,0.0,0.0,12,93,0.0,0.0,0.0,18,week-18,0.0,39,35,95,98,Right,0.0,69,82,13,0.0,0.0,0.0,15,0.0,HB_PowerBack,0.0,30,0.0,0.0,0.0,5,83,25,13129
2022,18,Syracuse,0.0,96,0.0,0.0,0.0,87,15,97,JonesChandler_11295,0.0,0.0,49,35,0.0,0.0,77,92,0.0,45,92,0.0,0.0,50,2/27/1990,0.0,Long Stride Loose,33000000,35,0.0,0.0,0.0,41,93,15,published,Jones,0.0,55,12,0.0,85,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,84,6,15,0.0,95,5281,25,13,Cardinals,49490000,0.0,0.0,0.0,0.0,79,Chandler Jones,95,0.0,45,0.0,20,10,26,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,85,0.0,0.0,25,83,265,0.0,5,Chandler,9,0.0,0.0,6,ROLB,0.0,0.0,0.0,0.0,78,45,0.0,85,6,0.0,0.0,45,45,0.0,0.0,0.0,95,week-18,0.0,45,87,47,10,Right,0.0,45,70,33,0.0,0.0,0.0,6,0.0,OLB_PowerRusher,0.0,45,0.0,1.0,0.0,7,80,31,11295
2022,18,Colorado,0.0,98,0.0,0.0,0.0,91,15,28,BakhtiariDavid_1713,0.0,0.0,40,10,0.0,0.0,76,10,0.0,83,40,0.0,0.0,10,9/30/1991,0.0,Default Stride Awkward,41100000,25,0.0,0.0,0.0,10,15,15,published,Bakhtiari,0.0,69,12,0.0,65,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,25,6,20,0.0,85,5671,20,13,Packers,65470000,0.0,0.0,0.0,0.0,20,David Bakhtiari,95,0.0,97,0.0,22,10,88,10,0.0,0.0,6,0.0,0.0,0.0,0.0,5,80,0.0,0.0,12,89,310,0.0,5,David,8,0.0,0.0,6,LT,0.0,0.0,0.0,0.0,69,80,0.0,69,6,0.0,0.0,10,15,0.0,0.0,0.0,10,week-18,0.0,92,91,22,5,Right,0.0,95,53,10,0.0,0.0,0.0,6,0.0,OT_PassProtector,0.0,84,0.0,0.0,0.0,20,68,29,1713
2022,18,South Carolina,0.0,98,0.0,0.0,0.0,70,62,73,GilmoreStephon_11436,0.0,0.0,76,53,0.0,0.0,73,44,0.0,35,67,0.0,0.0,93,9/19/1990,0.0,Default,5770000,22,0.0,0.0,0.0,80,97,15,published,Gilmore,0.0,9,33,0.0,92,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,15,0.0,68,35,25,0.0,96,5184,30,30,Panthers,0,0.0,0.0,0.0,0.0,54,Stephon Gilmore,95,0.0,35,0.0,43,70,16,69,0.0,0.0,25,0.0,0.0,0.0,0.0,11,93,0.0,0.0,70,94,202,0.0,10,Stephon,9,0.0,0.0,39,CB,0.0,0.0,0.0,0.0,91,35,0.0,72,39,0.0,0.0,95,30,0.0,0.0,0.0,60,week-18,0.0,35,56,62,67,Right,0.0,35,95,95,0.0,0.0,0.0,32,0.0,CB_MantoMan,0.0,35,0.0,0.0,0.0,21,94,30,11436
2022,18,Florida State,0.0,92,0.0,0.0,0.0,74,55,38,CookDalvin_12523,0.0,0.0,71,89,0.0,-3.0,70,20,0.0,39,28,0.0,0.0,12,8/10/1995,-1.0,Short Stride Default,38700000,74,0.0,0.0,0.0,94,14,68,published,Cook,0.0,33,22,0.0,77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,53,0.0,29,32,21,0.0,91,8516,17,17,Vikings,26320000,0.0,0.0,0.0,0.0,25,Dalvin Cook,95,0.0,28,0.0,40,65,35,95,0.0,0.0,27,0.0,0.0,0.0,0.0,61,92,0.0,0.0,51,84,210,0.0,56,Dalvin,4,0.0,0.0,38,HB,-1.0,0.0,-1.0,0.0,92,30,0.0,81,32,0.0,0.0,13,82,0.0,0.0,0.0,20,week-18,0.0,33,33,88,93,Right,0.0,58,95,20,0.0,0.0,0.0,25,0.0,HB_ElusiveBack,0.0,32,0.0,0.0,0.0,31,95,26,12523
2022,18,LSU,0.0,97,0.0,0.0,0.0,61,65,89,MathieuTyrann_11892,0.0,0.0,82,85,0.0,0.0,69,69,0.0,35,76,0.0,0.0,93,5/13/1992,0.0,Short Stride Loose,15800000,35,0.0,0.0,0.0,90,94,35,published,Mathieu,0.0,32,33,0.0,88,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,25,0.0,85,20,22,0.0,92,5964,25,25,Chiefs,26190000,0.0,0.0,0.0,0.0,59,Tyrann Mathieu,95,0.0,35,0.0,35,84,15,88,0.0,0.0,19,0.0,0.0,0.0,0.0,25,92,0.0,0.0,73,84,190,0.0,20,Tyrann,8,0.0,0.0,26,SS,0.0,0.0,0.0,0.0,90,35,0.0,85,27,0.0,0.0,90,55,0.0,0.0,0.0,41,week-18,0.0,35,60,68,77,Right,0.0,35,92,87,0.0,0.0,0.0,17,0.0,S_Zone,0.0,35,0.0,0.0,0.0,9,92,29,11892
2022,18,Notre Dame,0.0,97,0.0,0.0,0.0,97,10,36,NelsonQuenton_13081,0.0,0.0,19,10,0.0,0.0,77,10,0.0,92,34,0.0,0.0,10,3/19/1996,-2.0,Long Stride Awkward,22190000,37,0.0,0.0,0.0,12,18,10,published,Nelson,0.0,56,12,-1.0,67,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,12,0.0,28,6,15,0.0,91,9002,21,15,Colts,15440000,0.0,0.0,0.0,0.0,27,Quenton Nelson,95,0.0,88,0.0,27,10,96,16,0.0,0.0,6,0.0,0.0,0.0,0.0,10,78,0.0,0.0,12,97,329,0.0,10,Quenton,3,0.0,0.0,6,LG,-1.0,0.0,0.0,0.0,65,93,0.0,91,6,0.0,0.0,9,10,0.0,0.0,-1.0,10,week-18,0.0,92,94,35,11,Left,0.0,90,60,10,0.0,0.0,0.0,6,0.0,G_Power,0.0,91,0.0,0.0,0.0,10,70,25,13081
